NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,FLUX_APER,FLUXERR_APER,FLAGS,NITER_MODEL
3803,5535.5869,945.2629,220.1271520,+39.7910056,1.163256,1.031654,0,33
3804,2267.2991,909.7404,220.4225281,+39.7889408,6.611177,2.443851,0,62
3805,5549.3770,948.1843,220.1259048,+39.7912052,0.7383876,0.8255687,0,10
3806,7069.0703,945.2897,219.9885660,+39.7905608,1.0792,0.9943224,0,9
3807,3539.2131,949.7553,220.3075753,+39.7916521,1.333412,1.103459,1,104
3808,4106.0259,906.1879,220.2563563,+39.7885601,15.45573,3.733689,0,51
3809,7924.7939,934.7365,219.9112392,+39.7895070,1.775195,1.271069,2,49
3810,985.9549,940.8493,220.5383314,+39.7910543,1.864408,1.302311,0,44
3811,3558.9622,921.9029,220.3057941,+39.7897160,6.013388,2.331055,0,73
3812,7411.6484,944.3317,219.9576072,+39.7903719,1.184627,1.040952,2,39
3813,6294.1250,949.0836,220.0585984,+39.7910705,0.9042572,0.9116125,0,14
3814,3531.9429,948.8691,220.3082325,+39.7915913,1.240873,1.065017,0,7
3815,5847.1548,935.5393,220.0989975,+39.7902529,2.176912,1.40625,0,8
3816,6235.0308,950.5137,220.0639384,+39.7911869,0.9361527,0.927212,0,12
3817,8358.8926,927.2189,219.8720148,+39.7888026,3.138988,1.686486,0,44
3818,4171.4609,953.9457,220.2504339,+39.7918674,0.715239,0.8128555,0,9
3819,1846.6069,946.8044,220.4605487,+39.7915120,1.199274,1.047239,2,9
3820,3908.1597,899.3979,220.2742391,+39.7881143,11.98552,3.288482,0,57
3821,6393.9277,918.6835,220.0495907,+39.7889301,13.97724,3.550847,0,67
3822,761.2870,948.6434,220.5586371,+39.7915755,0.9432206,0.9306393,0,12
3823,5135.0576,951.0013,220.1633482,+39.7914936,0.9529891,0.9353467,0,8
3824,1546.6262,927.4504,220.4876591,+39.7901585,4.414315,1.998304,0,158
3825,5081.6943,947.4353,220.1681719,+39.7912570,1.334578,1.103935,0,9
3826,2833.1235,949.7081,220.3713898,+39.7917003,0.9259197,0.9222679,0,10
3827,5399.5415,910.2557,220.1394574,+39.7886063,21.5104,4.403989,0,61
3828,1301.6306,953.4299,220.5098027,+39.7919502,1.1117,1.008901,0,7
3829,6069.6343,936.9979,220.0788908,+39.7902948,2.603418,1.5368,2,43
3830,7393.9883,939.3386,219.9592056,+39.7900317,2.510265,1.509249,0,37
3831,6694.8828,942.8400,220.0223832,+39.7905148,2.138711,1.393951,0,60
3832,620.6677,944.6683,220.5713453,+39.7912851,2.199767,1.413558,0,73
3833,8259.3584,954.5640,219.8809941,+39.7907444,0.9200858,0.919396,0,9
3834,2172.0886,956.7632,220.4311325,+39.7922067,1.025273,0.9695414,0,10
3835,1723.7964,946.7863,220.4716480,+39.7915076,1.914478,1.319484,0,71
3836,2156.5239,932.7070,220.4325393,+39.7905361,3.276398,1.722825,0,34
3837,6510.1538,951.0734,220.0390743,+39.7911443,1.004431,0.9598138,0,61
3838,4753.7588,945.8358,220.1978096,+39.7912097,1.837216,1.292877,0,25
3839,4478.1631,927.5894,220.2227208,+39.7899903,5.267793,2.182226,2,71
3840,8401.3350,961.3188,219.8681599,+39.7911519,0.4428153,0.6444628,0,5
3841,4786.5010,954.5040,220.1948484,+39.7918056,1.662891,1.230664,3,74
3842,5382.4136,956.5866,220.1409916,+39.7918275,1.395485,1.128499,0,23
3843,5531.5317,958.4829,220.1275143,+39.7919246,0.9002399,0.9096299,2,13
3844,7909.5166,954.8729,219.9126092,+39.7909115,1.211053,1.052353,0,10
3845,5269.5806,936.8344,220.1511946,+39.7904810,1.727345,1.254003,2,85
3846,3477.8997,938.0175,220.3131181,+39.7908428,3.844122,1.865337,0,80
3847,2866.6865,955.1752,220.3683561,+39.7920783,1.268861,1.076774,1,15
3848,4446.6245,938.4498,220.2255687,+39.7907496,2.992498,1.646907,0,108
3849,3781.4241,936.0618,220.2856870,+39.7906755,3.221832,1.708479,0,44
3850,4337.6919,938.2217,220.2354136,+39.7907509,3.045677,1.661376,0,77
3851,6709.9492,927.9731,220.0210278,+39.7894776,9.459835,2.922111,0,45
3852,1534.4833,941.7549,220.4887573,+39.7911513,1.550683,1.188842,0,69
3853,7640.0083,964.5104,219.9369601,+39.7916870,0.9414692,0.9297733,0,9
3854,5505.6187,954.8503,220.1298574,+39.7916784,1.45649,1.152607,0,53
3855,462.5627,944.0684,220.5856342,+39.7912257,1.76158,1.266235,0,41
3856,4284.7617,937.1710,220.2401974,+39.7906859,3.680117,1.825318,0,80
3857,8195.3135,965.3256,219.8867759,+39.7915190,0.4841735,0.6727619,0,7
3858,6521.3418,962.6119,220.0380586,+39.7919421,0.8870351,0.9030303,0,10
3859,646.7183,853.8478,220.5689784,+39.7849810,48.05544,6.580999,0,67
3860,4930.7061,936.0471,220.1818204,+39.7904965,4.850287,2.094275,0,59
3861,5286.2598,959.3190,220.1496808,+39.7920387,1.491457,1.166203,0,6
3862,7897.1592,958.9291,219.9137238,+39.7911981,1.153006,1.027169,0,12
3863,5047.8872,940.4630,220.1712291,+39.7907798,4.625849,2.045442,0,70
3864,4593.7251,925.1744,220.2122775,+39.7898032,9.697534,2.958524,0,26
3865,2400.6135,947.8155,220.4104791,+39.7915831,1.730874,1.255257,0,90
3866,1827.2225,949.9510,220.4623007,+39.7917300,2.203648,1.414786,0,51
3867,6684.7539,965.2796,220.0232892,+39.7920763,0.8394049,0.8789597,2,9
3868,7515.4033,945.4128,219.9482303,+39.7904083,2.233214,1.424142,3,29
3869,621.8561,956.0991,220.5712395,+39.7920790,1.274819,1.079295,0,14
3870,4448.6162,951.5405,220.2253860,+39.7916583,2.100172,1.381441,0,54
3871,7055.4448,926.3098,219.9898059,+39.7892475,10.72114,3.11047,0,111
3872,8192.0010,958.2398,219.8870791,+39.7910284,1.344777,1.108093,0,15
3873,37.9649,961.0300,220.6240110,+39.7923471,1.052902,0.9823024,0,12
3874,4526.9277,947.6020,220.2183093,+39.7913720,2.486927,1.502259,0,43
3875,4786.1812,957.6736,220.1948766,+39.7920258,1.776634,1.271582,2,11
3876,2797.3821,943.0605,220.3746204,+39.7912403,3.405253,1.756166,3,42
3877,8069.6885,953.1264,219.8981353,+39.7907246,2.57761,1.529247,0,44
3878,1231.9463,942.2554,220.5160997,+39.7911699,1.091025,0.9996359,0,10
3879,6108.9751,957.5411,220.0753280,+39.7917105,1.201396,1.048183,2,14
3880,6924.3203,971.3320,220.0016360,+39.7924184,0.8000547,0.8585858,0,12
3881,5930.7153,957.4453,220.0914383,+39.7917522,1.825009,1.288601,2,89
3882,335.8004,947.6594,220.5970911,+39.7914595,3.175479,1.696209,0,45
3883,2587.2351,970.2551,220.3936118,+39.7931368,0.9458835,0.9319363,0,17
3884,2045.4003,964.8835,220.4425825,+39.7927702,1.342265,1.107041,0,59
3885,2719.8611,931.3751,220.3816272,+39.7904321,6.494948,2.422324,0,53
3886,1105.1959,953.4660,220.5275560,+39.7919397,2.921234,1.627296,0,52
3887,3049.6687,970.8880,220.3518173,+39.7931590,0.8683718,0.8937187,0,17
3888,6616.5264,968.4786,220.0294539,+39.7923200,0.7697443,0.8425336,3,14
3889,820.4030,943.4086,220.5532937,+39.7912176,4.511684,2.020111,0,55
3890,1410.2378,952.1926,220.4999869,+39.7918703,2.431034,1.485422,0,27
3891,7617.3115,974.3259,219.9390063,+39.7923774,0.7343556,0.8234063,0,8
3892,1186.6951,936.6340,220.5201888,+39.7907765,5.012864,2.128952,3,46
3893,4000.0652,950.6363,220.2659247,+39.7916609,2.073602,1.372756,0,38
3894,7180.0918,922.1357,219.9785435,+39.7889142,45.67139,6.415746,0,68
3895,6707.5645,967.5599,220.0212268,+39.7922274,0.6996966,0.8041964,0,13
3896,2679.3225,936.5869,220.3852906,+39.7907956,4.000082,1.902639,3,156
3897,3628.2788,950.0843,220.2995258,+39.7916660,3.450527,1.767762,0,63
3898,4510.2002,976.3949,220.2198148,+39.7933742,0.7581248,0.8362187,0,9
3899,2144.6987,943.3436,220.4336080,+39.7912748,4.044346,1.913099,0,37
3900,2677.9905,946.4288,220.3854105,+39.7914791,4.605954,2.041043,3,72
3901,6239.2246,967.2687,220.0635531,+39.7923492,1.339133,1.105792,3,9
3902,3204.9468,967.5750,220.3377837,+39.7929183,1.425069,1.140265,2,12
3903,7162.4380,957.1401,219.9801228,+39.7913511,2.899309,1.621218,0,8
3904,4599.1118,954.2559,220.2117841,+39.7918218,3.448847,1.767325,0,41
3905,2855.3391,973.1555,220.3693805,+39.7933274,0.8589443,0.8889263,0,8
3906,4588.2764,959.0473,220.2127623,+39.7921564,2.136006,1.393083,1,33
3907,4852.0732,969.5286,220.1889185,+39.7928367,1.357342,1.1132,0,23
3908,1587.0652,962.8773,220.4840062,+39.7926203,2.275934,1.437631,0,60
3909,7724.4897,957.0887,219.9293291,+39.7911389,3.901288,1.879122,0,66
3910,6925.6533,975.6865,220.0015136,+39.7927203,0.8978691,0.9084368,2,9
3911,1924.6697,967.3726,220.4534940,+39.7929417,1.511463,1.173894,0,66
3912,1176.6403,933.9646,220.5210973,+39.7905905,7.062308,2.525631,3,31
3913,2486.7229,967.5764,220.4026961,+39.7929536,1.224635,1.058123,0,7
3914,6449.8018,967.5383,220.0445220,+39.7923060,1.903914,1.315892,0,61
3915,8360.5098,949.7499,219.8718558,+39.7903664,5.345404,2.198188,0,64
3916,7053.5566,970.1683,219.9899568,+39.7922937,1.270974,1.077681,0,8
3917,3134.7642,967.8023,220.3441267,+39.7929391,1.318995,1.097554,0,9
3918,2313.0122,955.9808,220.4183961,+39.7921514,4.271223,1.965778,0,61
3919,7512.9258,975.6427,219.9484393,+39.7925084,0.9543473,0.9360094,0,26
3920,2877.5730,951.9628,220.3673724,+39.7918546,3.002373,1.649606,0,33
3921,40.9756,945.0922,220.6237358,+39.7912407,4.003365,1.903407,0,36
3922,6240.5078,972.5036,220.0634352,+39.7927124,1.265788,1.075538,2,38
3923,6884.5181,958.0107,220.0052388,+39.7915066,2.601076,1.536113,0,45
3924,1226.8235,976.0016,220.5165655,+39.7935130,1.164591,1.032233,0,7
3925,7720.9775,983.5085,219.9296330,+39.7929749,1.122013,1.013479,0,12
3926,432.7745,966.8403,220.5883299,+39.7928035,1.755985,1.264253,0,9
3927,6893.3438,972.2335,220.0044351,+39.7924913,1.395115,1.12837,0,41
3928,5235.9844,985.6763,220.1542170,+39.7938800,0.844655,0.8816462,0,9
3929,6622.0127,968.8656,220.0289579,+39.7923452,1.596285,1.205993,2,49
3930,727.8742,960.4176,220.5616584,+39.7923899,3.692016,1.828248,0,70
3931,7345.2905,968.1627,219.9635927,+39.7920511,2.106758,1.38359,0,116
3932,1847.2274,972.9084,220.4604934,+39.7933247,1.561503,1.192931,0,50
3933,5968.0815,978.0919,220.0880541,+39.7931760,1.163917,1.031984,0,8
3934,1059.8490,922.0686,220.5316513,+39.7897559,28.66241,5.083143,0,114
3935,6350.3550,944.6101,220.0535184,+39.7907434,19.60645,4.204739,0,48
3936,2216.4878,981.8734,220.4271197,+39.7939503,0.9615859,0.9395264,0,9
3937,1644.8044,986.6058,220.4787889,+39.7942702,0.9582774,0.9378678,0,13
3938,3600.7483,976.2989,220.3020104,+39.7934892,1.756881,1.264582,0,57
3939,3290.5208,895.4985,220.3300571,+39.7879064,372.7925,18.32664,0,82
3940,1756.4120,978.3389,220.4687014,+39.7936996,1.303328,1.091101,0,8
3941,5249.2358,984.7229,220.1530197,+39.7938109,0.840861,0.8796962,0,44
3942,7855.3750,967.9291,219.9174952,+39.7918399,2.497522,1.505447,0,56
3943,3138.7952,984.7520,220.3437608,+39.7941158,1.082906,0.995958,0,12
3944,8373.1572,969.1636,219.8707018,+39.7917090,1.897337,1.313657,2,9
3945,8441.5801,933.4747,219.8645390,+39.7892007,13.02963,3.428521,19,51
3946,3459.5476,934.1432,220.3147771,+39.7905755,12.63997,3.376942,0,59
3947,6887.6172,980.8042,220.0049489,+39.7930884,1.342567,1.107175,0,45
3948,1744.0010,978.5090,220.4698231,+39.7937111,1.134818,1.019146,0,14
3949,7271.8735,978.2618,219.9702229,+39.7927790,1.049808,0.9808871,0,11
3950,5369.1172,973.6934,220.1421882,+39.7930184,1.809711,1.283275,0,80
3951,7806.0493,954.4710,219.9219598,+39.7909250,11.88601,3.274823,0,36
3952,6549.2686,942.4850,220.0355428,+39.7905359,5.744087,2.27843,0,65
3953,4449.5991,966.9744,220.2252939,+39.7927299,3.306571,1.730669,0,30
3954,1540.7926,979.5849,220.4881892,+39.7937786,1.394368,1.128049,0,54
3955,8431.2500,941.4780,219.8654679,+39.7897610,11.71642,3.251412,19,59
3956,7203.9082,958.3423,219.9763745,+39.7914200,5.640826,2.257919,0,34
3957,8061.9756,963.7225,219.8988266,+39.7914636,2.831495,1.602265,0,68
3958,4362.2134,958.7771,220.2331933,+39.7921745,4.646297,2.049925,0,48
3959,7470.2539,981.7570,219.9522927,+39.7929490,1.216938,1.054845,2,13
3960,745.7294,980.4881,220.5600472,+39.7937854,1.400298,1.130466,0,14
3961,6693.2021,988.2143,220.0225161,+39.7936662,0.8061834,0.8617227,0,12
3962,4962.0107,966.9861,220.1789833,+39.7926388,2.112152,1.385333,3,11
3963,5312.0840,976.6428,220.1473419,+39.7932360,2.483458,1.501227,0,62
3964,2690.7258,963.9296,220.3842587,+39.7926940,3.863047,1.869921,0,94
3965,4128.3228,986.5997,220.2543267,+39.7941410,0.9792613,0.947897,0,13
3966,4561.9902,974.1088,220.2151346,+39.7932068,2.129701,1.391034,0,52
3967,359.0370,979.6722,220.5949963,+39.7936855,1.471819,1.158575,0,30
3968,1321.7021,941.4625,220.5079878,+39.7911203,15.0729,3.687218,0,55
3969,7526.0396,957.0319,219.9472634,+39.7912112,3.972578,1.896118,2,70
3970,21.6240,953.1563,220.6254863,+39.7917979,4.488232,2.014899,16,5
3971,8429.7637,978.4838,219.8655809,+39.7923314,1.741553,1.25909,0,8
3972,4575.0269,970.9926,220.2139571,+39.7929882,2.443935,1.489326,0,10
3973,6117.2188,989.0222,220.0745715,+39.7938943,1.164606,1.032252,0,13
3974,4589.0742,973.2909,220.2126870,+39.7931454,2.128321,1.390623,2,50
3975,3843.0051,936.1772,220.2801216,+39.7906763,4.388927,1.992569,0,60
3976,8317.1270,975.0472,219.8757620,+39.7921419,2.326067,1.45324,0,9
3977,5099.6123,967.6203,220.1665471,+39.7926550,5.940263,2.316877,0,63
3978,7831.2256,973.7086,219.9196746,+39.7922509,2.69093,1.562237,0,121
3979,7757.2549,986.3314,219.9263530,+39.7931567,0.7599603,0.8372665,0,8
3980,8381.4033,989.3183,219.8699451,+39.7931049,0.8623649,0.8906252,0,9
3981,622.2426,979.8239,220.5712079,+39.7937266,3.097311,1.675334,0,45
3982,3129.0801,989.2155,220.3446385,+39.7944265,1.387069,1.125153,0,69
3983,4286.5215,998.4783,220.2400263,+39.7949431,0.7316475,0.8219184,0,7
3984,6243.5410,994.7913,220.0631527,+39.7942592,0.987121,0.9516466,0,9
3985,5993.9785,975.1623,220.0857146,+39.7929656,2.448404,1.49068,2,37
3986,2104.6367,958.7312,220.4372287,+39.7923433,19.27655,4.169245,0,49
3987,3133.6904,997.9258,220.3442210,+39.7950310,0.8103494,0.8639844,0,12
3988,1292.5051,995.6366,220.5106307,+39.7948806,1.012986,0.9638204,0,15
3989,8421.3125,1000.3359,219.8663321,+39.7938525,0.2068984,0.4503271,0,8
3990,2411.8931,979.2539,220.4094589,+39.7937661,2.852604,1.608194,0,40
3991,8188.2715,993.6232,219.8873966,+39.7934870,1.599009,1.207027,2,49
3992,4471.3667,910.5377,220.2233386,+39.7888073,3.356611,1.743652,2,7
3993,5905.9141,975.2694,220.0936735,+39.7929965,2.240725,1.426559,2,38
3994,5161.4419,980.8129,220.1609554,+39.7935582,3.104637,1.677298,0,46
3995,6432.5332,1002.4854,220.0460690,+39.7947380,0.822726,0.8703941,0,8
3996,7190.3911,992.5682,219.9775802,+39.7938015,1.061892,0.9864121,0,9
3997,4605.3423,1000.3111,220.2112106,+39.7950189,0.7266671,0.8191691,0,13
3998,233.4904,993.3813,220.6063455,+39.7946212,1.221539,1.056789,0,13
3999,2781.2832,949.5501,220.3760750,+39.7916917,13.23769,3.455748,2,11
4000,8353.9932,978.3221,219.8724285,+39.7923533,4.190759,1.947248,0,112
4001,6332.1714,985.6315,220.0551460,+39.7935974,1.685342,1.23882,0,9
4002,4958.9702,974.1920,220.1792562,+39.7931398,2.330527,1.454622,3,79
4003,4901.9692,969.3270,220.1844091,+39.7928131,4.468953,2.01058,0,34
4004,7946.8232,952.2338,219.9092392,+39.7907131,19.00408,4.139704,0,43
4005,8089.8618,989.7087,219.8962923,+39.7932565,1.617203,1.213809,0,14
4006,6376.8462,991.6214,220.0511061,+39.7940002,1.689658,1.240395,0,11
4007,2275.1111,994.4138,220.4218211,+39.7948207,0.9778529,0.9472451,0,12
4008,4747.9570,999.6625,220.1983211,+39.7949486,1.289857,1.085533,0,79
4009,1143.2969,972.1212,220.5241143,+39.7932379,9.432485,2.917899,0,34
4010,1268.7240,993.0936,220.5127799,+39.7947026,1.9761,1.340405,0,71
4011,3302.4448,984.6190,220.3289701,+39.7940943,2.215201,1.418465,0,57
4012,6991.1445,1002.8661,219.9955828,+39.7945856,0.8173125,0.8675783,0,16
4013,2594.5935,993.1776,220.3929458,+39.7947284,1.826443,1.289099,0,82
4014,2290.9102,997.7596,220.4203931,+39.7950529,1.209028,1.051458,0,11
4015,4704.4546,981.3082,220.2022572,+39.7936819,5.977285,2.324073,0,50
4016,7172.0015,979.3907,219.9792482,+39.7928929,5.171796,2.1623,0,90
4017,7815.7920,998.3874,219.9210566,+39.7939707,1.069171,0.9897055,2,9
4018,5037.2178,974.4332,220.1721843,+39.7931409,2.720454,1.570733,0,50
4019,2377.7056,1007.6463,220.4125482,+39.7957383,0.4627582,0.6582228,0,10
4020,8037.9043,989.1426,219.9009882,+39.7932387,1.524606,1.178941,2,87
4021,5947.9873,1005.8147,220.0898605,+39.7951065,0.8176873,0.8677393,0,11
4022,5487.9561,995.0819,220.1314413,+39.7944764,1.614859,1.212914,0,11
4023,1305.0820,976.0758,220.5094925,+39.7935230,8.033926,2.693357,0,70
4024,905.3912,998.9479,220.5456191,+39.7950821,1.182849,1.040182,0,21
4025,6564.3887,996.2447,220.0341546,+39.7942644,1.334093,1.103737,2,19
4026,6975.4995,977.7661,219.9970078,+39.7928479,3.989929,1.900229,0,42
4027,2461.3489,990.5117,220.4049887,+39.7945468,2.958629,1.637617,0,50
4028,3539.1843,983.7817,220.3075736,+39.7940150,3.257036,1.717733,3,49
4029,1738.5614,995.5692,220.4703154,+39.7948957,1.708295,1.247138,0,11
4030,1394.6040,1002.5501,220.5014034,+39.7953664,1.273007,1.078519,0,108
4031,6014.1084,992.9457,220.0838890,+39.7941951,2.733114,1.57437,0,31
4032,8122.5107,1007.9810,219.8933317,+39.7945117,0.8447629,0.8816872,0,11
4033,7174.9502,1005.9408,219.9789695,+39.7947355,1.001955,0.9586641,0,42
4034,5994.9702,971.5203,220.0856263,+39.7927124,1.684862,1.238646,3,77
4035,2135.6594,981.4534,220.4344250,+39.7939213,8.088693,2.702496,0,39
4036,8056.4434,989.9521,219.8993123,+39.7932873,2.121543,1.388401,0,49
4037,7356.9814,1003.0202,219.9625195,+39.7944674,1.157022,1.028937,2,18
4038,4472.2744,1003.4136,220.2232368,+39.7952567,1.199993,1.047584,0,28
4039,1085.3094,1011.6467,220.5293590,+39.7959785,0.7138259,0.8120515,0,10
4040,8160.2334,984.1796,219.8899357,+39.7928431,2.97222,1.641349,0,50
4041,251.6793,1012.3587,220.6047049,+39.7959415,0.630917,0.7646796,0,8
4042,6925.5361,1000.0028,220.0015135,+39.7944089,1.51667,1.175887,0,10
4043,4888.8311,1005.6439,220.1855874,+39.7953376,1.030386,0.9719314,0,9
4044,5003.9038,976.5181,220.1751946,+39.7932924,11.13827,3.170314,0,40
4045,7357.5127,1006.5121,219.9624699,+39.7947097,1.17279,1.035854,3,53
4046,4467.2339,987.0646,220.2236958,+39.7941222,2.895509,1.620159,0,32
4047,660.5695,984.5434,220.5677445,+39.7940584,4.380347,1.990632,0,47
4048,357.5858,997.5298,220.5951304,+39.7949254,2.074772,1.373143,0,75
4049,5936.3989,1001.9811,220.0909092,+39.7948434,1.831947,1.291015,0,50
4050,1438.8158,1012.3088,220.4974080,+39.7960464,0.9722862,0.9445897,2,13
4051,3526.1887,974.6731,220.3087493,+39.7933837,4.273939,1.966406,2,66
4052,2489.6077,990.6899,220.4024347,+39.7945586,3.652481,1.81847,0,118
4053,3007.1028,1004.9203,220.3556617,+39.7955250,1.432217,1.143107,0,17
4054,2005.6427,1010.6931,220.4461763,+39.7959511,0.8762298,0.8976381,0,7
4055,4979.5088,1012.9987,220.1773899,+39.7958306,0.7790771,0.8474545,0,9
4056,31.6615,993.1944,220.6245869,+39.7945797,2.365655,1.465456,0,14
4057,1551.9052,990.6874,220.4871855,+39.7945501,2.235761,1.425002,0,79
4058,1071.8934,996.3732,220.5305701,+39.7949168,1.87453,1.305788,0,51
4059,6138.7793,1007.6722,220.0726161,+39.7951834,1.572456,1.197073,0,61
4060,5056.8442,1006.5300,220.1704019,+39.7953658,1.503735,1.170918,0,11
4061,786.6959,962.2932,220.5563424,+39.7925258,34.78996,5.599888,0,47
4062,7451.6768,1005.5982,219.9539601,+39.7946115,1.473522,1.159226,0,52
4063,2732.0251,968.8636,220.3805258,+39.7930350,30.61088,5.252971,0,49
4064,2174.1243,994.0566,220.4309485,+39.7947964,3.167316,1.69405,0,103
4065,8065.3232,1015.5093,219.8984960,+39.7950583,0.7061785,0.8078448,0,12
4066,2087.9893,993.0097,220.4387335,+39.7947237,5.566673,2.243061,0,73
4067,7311.5190,994.1404,219.9666325,+39.7938673,5.676791,2.265083,0,86
4068,8357.4619,1008.8538,219.8720977,+39.7944719,1.525033,1.179101,0,29
4069,1578.2299,998.8804,220.4848066,+39.7951201,3.199629,1.702615,0,53
4070,6363.4512,1009.8536,220.0523096,+39.7952702,1.471859,1.158605,0,53
4071,1869.3322,997.2418,220.4584962,+39.7950150,2.531079,1.515451,0,49
4072,7565.4795,993.2136,219.9436811,+39.7937087,4.031151,1.909976,0,88
4073,4503.7466,1001.6191,220.2203927,+39.7951269,1.611431,1.211644,2,70
4074,8306.5635,1020.8964,219.8766908,+39.7953303,0.8801107,0.8995789,0,9
4075,4433.6743,1020.3427,220.2267220,+39.7964386,1.070112,0.9901716,2,8
4076,3641.0159,977.4134,220.2983709,+39.7935625,30.65865,5.257064,0,99
4077,2377.8296,981.9719,220.4125375,+39.7939554,4.707331,2.063293,0,38
4078,7346.4878,1014.9918,219.9634622,+39.7953025,1.608898,1.210688,3,62
4079,185.6309,1011.4893,220.6106744,+39.7958722,1.78663,1.275115,0,38
4080,7136.7573,991.3539,219.9824279,+39.7937360,9.149472,2.873871,0,50
4081,8423.7852,1017.1319,219.8660990,+39.7950177,1.468318,1.157224,0,9
4082,3137.9502,1019.8821,220.3438340,+39.7965555,1.117438,1.011464,0,33
4083,521.6441,998.8503,220.5803028,+39.7950368,4.357614,1.985484,0,59
4084,2233.2417,1005.5410,220.4256052,+39.7955937,2.802107,1.593977,0,53
4085,3866.8835,1003.0907,220.2779530,+39.7953201,1.866305,1.302986,2,47
4086,3925.4238,1020.7143,220.2726592,+39.7965368,0.9499089,0.9338666,0,19
4087,3222.6504,983.5820,220.3361820,+39.7940285,9.228169,2.886177,0,67
4088,3793.2412,993.7256,220.2846104,+39.7946785,5.149249,2.157615,0,72
4089,5960.6001,1011.4406,220.0887185,+39.7954938,1.629357,1.218294,0,8
4090,7529.4839,1026.5400,219.9469178,+39.7960366,0.5682931,0.7268943,0,9
4091,75.9781,1029.0000,220.6205884,+39.7970727,1.002958,0.9591004,0,7
4092,3751.3440,999.8690,220.2883962,+39.7951099,5.152161,2.158227,0,51
4093,1590.3346,1019.8250,220.4837136,+39.7965751,1.378559,1.121734,2,72
4094,7159.2808,1027.6420,219.9803757,+39.7962480,0.8520958,0.8854303,0,9
4095,7162.4272,1022.2569,219.9800938,+39.7958729,0.9356507,0.9269726,0,10
4096,2017.2500,1028.4042,220.4451274,+39.7971811,0.8938858,0.9064457,0,13
4097,2357.5127,1020.6915,220.4143730,+39.7966445,1.223629,1.05773,0,9
4098,7885.8511,1000.9706,219.9147236,+39.7941221,4.002877,1.903301,0,54
4099,8113.2490,1026.0222,219.8941589,+39.7957684,0.6246094,0.7609604,0,10
